constructor,avglap,year,circuit,podium
Renault,63053.24,2020,"Bahrain International Circuit",1
AlphaTauri,63099.40,2020,"Bahrain International Circuit",0
Williams,63319.40,2020,"Bahrain International Circuit",0
"Red Bull",189276.65,2020,"Bahrain International Circuit",1
Ferrari,63192.24,2020,"Bahrain International Circuit",0
McLaren,63076.94,2020,"Bahrain International Circuit",0
McLaren,63156.95,2020,"Bahrain International Circuit",0
Mercedes,63145.63,2020,"Bahrain International Circuit",0
Mercedes,63109.23,2020,"Bahrain International Circuit",0
McLaren,189453.54,2020,"Bahrain International Circuit",0
AlphaTauri,189464.16,2020,"Bahrain International Circuit",0
AlphaTauri,63168.29,2020,"Bahrain International Circuit",0
Ferrari,99696.20,2021,"Bahrain International Circuit",0
Ferrari,99839.23,2021,"Bahrain International Circuit",0
AlphaTauri,100171.23,2021,"Bahrain International Circuit",0
"Alfa Romeo",100227.88,2021,"Bahrain International Circuit",0
Mercedes,98641.02,2021,"Bahrain International Circuit",1
"Red Bull",98654.32,2021,"Bahrain International Circuit",1
Mercedes,99308.57,2021,"Bahrain International Circuit",1
McLaren,99470.77,2021,"Bahrain International Circuit",0
"Aston Martin",100189.46,2021,"Bahrain International Circuit",0
McLaren,99819.66,2021,"Bahrain International Circuit",0
"Red Bull",99570.43,2021,"Bahrain International Circuit",0
Williams,103778.58,2022,"Bahrain International Circuit",0
"Haas F1 Team",102953.30,2022,"Bahrain International Circuit",0
Mercedes,102891.14,2022,"Bahrain International Circuit",0
Mercedes,102864.19,2022,"Bahrain International Circuit",1
Ferrari,102792.67,2022,"Bahrain International Circuit",1
"Aston Martin",103814.26,2022,"Bahrain International Circuit",0
"Alpine F1 Team",103035.21,2022,"Bahrain International Circuit",0
McLaren,103682.79,2022,"Bahrain International Circuit",0
Williams,103640.63,2022,"Bahrain International Circuit",0
"Aston Martin",103499.25,2022,"Bahrain International Circuit",0
"Haas F1 Team",103265.93,2022,"Bahrain International Circuit",0
"Alfa Romeo",103099.09,2022,"Bahrain International Circuit",0
"Alpine F1 Team",103087.26,2022,"Bahrain International Circuit",0
AlphaTauri,103052.11,2022,"Bahrain International Circuit",0
"Alfa Romeo",102977.25,2022,"Bahrain International Circuit",0
Ferrari,102694.46,2022,"Bahrain International Circuit",1
McLaren,103658.93,2022,"Bahrain International Circuit",0
Ferrari,109589.45,2016,"Baku City Circuit",1
McLaren,111317.31,2016,"Baku City Circuit",0
Mercedes,109262.08,2016,"Baku City Circuit",1
Williams,110936.10,2016,"Baku City Circuit",0
"Force India",110785.76,2016,"Baku City Circuit",0
"Red Bull",110648.27,2016,"Baku City Circuit",0
"Red Bull",110619.51,2016,"Baku City Circuit",0
Williams,110455.92,2016,"Baku City Circuit",0
Mercedes,110366.69,2016,"Baku City Circuit",0
Ferrari,109911.14,2016,"Baku City Circuit",0
"Force India",109757.00,2016,"Baku City Circuit",1
McLaren,146963.22,2017,"Baku City Circuit",0
Sauber,147542.47,2017,"Baku City Circuit",0
Sauber,147595.43,2017,"Baku City Circuit",0
"Force India",146389.63,2017,"Baku City Circuit",0
Mercedes,145916.88,2017,"Baku City Circuit",0
Williams,145874.16,2017,"Baku City Circuit",1
Ferrari,145912.73,2017,"Baku City Circuit",0
Mercedes,145872.10,2017,"Baku City Circuit",1
McLaren,147602.61,2017,"Baku City Circuit",0
"Red Bull",145795.55,2017,"Baku City Circuit",1
"Toro Rosso",146764.18,2017,"Baku City Circuit",0
"Haas F1 Team",146614.24,2017,"Baku City Circuit",0
Renault,122192.27,2018,"Baku City Circuit",0
Ferrari,122149.41,2018,"Baku City Circuit",0
"Force India",122123.82,2018,"Baku City Circuit",1
Ferrari,122093.16,2018,"Baku City Circuit",1
Mercedes,122044.92,2018,"Baku City Circuit",1
McLaren,122259.25,2018,"Baku City Circuit",0
Williams,122290.92,2018,"Baku City Circuit",0
McLaren,122322.41,2018,"Baku City Circuit",0
"Toro Rosso",122398.45,2018,"Baku City Circuit",0
Sauber,122224.49,2018,"Baku City Circuit",0
Sauber,122407.90,2018,"Baku City Circuit",0
"Toro Rosso",122529.63,2018,"Baku City Circuit",0
"Haas F1 Team",122842.24,2018,"Baku City Circuit",0
Mercedes,108126.78,2019,"Baku City Circuit",1
Mercedes,108096.90,2019,"Baku City Circuit",1
"Racing Point",110132.51,2019,"Baku City Circuit",0
McLaren,110062.94,2019,"Baku City Circuit",0
McLaren,109740.55,2019,"Baku City Circuit",0
"Racing Point",109595.25,2019,"Baku City Circuit",0
Ferrari,109451.94,2019,"Baku City Circuit",0
"Red Bull",108439.90,2019,"Baku City Circuit",0
Ferrari,108327.08,2019,"Baku City Circuit",1
"Alpine F1 Team",157309.65,2021,"Baku City Circuit",0
McLaren,157277.73,2021,"Baku City Circuit",0
Ferrari,157259.57,2021,"Baku City Circuit",0
AlphaTauri,157238.67,2021,"Baku City Circuit",1
"Red Bull",157184.51,2021,"Baku City Circuit",1
AlphaTauri,157314.39,2021,"Baku City Circuit",0
"Haas F1 Team",157465.20,2021,"Baku City Circuit",0
Mercedes,157530.94,2021,"Baku City Circuit",0
"Haas F1 Team",157463.75,2021,"Baku City Circuit",0
Mercedes,157405.37,2021,"Baku City Circuit",0
"Alfa Romeo",157385.57,2021,"Baku City Circuit",0
"Alfa Romeo",157372.27,2021,"Baku City Circuit",0
Ferrari,157335.67,2021,"Baku City Circuit",0
McLaren,157358.51,2021,"Baku City Circuit",0
"Aston Martin",157211.67,2021,"Baku City Circuit",1
Williams,158035.08,2021,"Baku City Circuit",0
McLaren,112512.71,2022,"Baku City Circuit",0
McLaren,112519.55,2022,"Baku City Circuit",0
"Aston Martin",112353.73,2022,"Baku City Circuit",0
"Alpine F1 Team",112825.98,2022,"Baku City Circuit",0
Mercedes,112110.20,2022,"Baku City Circuit",0
"Alpine F1 Team",112441.90,2022,"Baku City Circuit",0
AlphaTauri,112220.39,2022,"Baku City Circuit",0
Mercedes,111606.59,2022,"Baku City Circuit",1
"Red Bull",111113.02,2022,"Baku City Circuit",1
"Red Bull",110704.73,2022,"Baku City Circuit",1
Ferrari,93225.73,2014,"Circuit de Barcelona-Catalunya",0
Mercedes,91896.29,2014,"Circuit de Barcelona-Catalunya",1
Mercedes,91905.92,2014,"Circuit de Barcelona-Catalunya",1
"Red Bull",92638.92,2014,"Circuit de Barcelona-Catalunya",1
"Red Bull",93058.44,2014,"Circuit de Barcelona-Catalunya",0
Williams,93097.70,2014,"Circuit de Barcelona-Catalunya",0
Mercedes,92274.33,2015,"Circuit de Barcelona-Catalunya",1
Ferrari,92695.41,2015,"Circuit de Barcelona-Catalunya",1
Williams,92905.64,2015,"Circuit de Barcelona-Catalunya",0
Ferrari,92917.53,2015,"Circuit de Barcelona-Catalunya",0
Williams,93240.44,2015,"Circuit de Barcelona-Catalunya",0
Mercedes,92008.41,2015,"Circuit de Barcelona-Catalunya",1
Williams,93647.33,2016,"Circuit de Barcelona-Catalunya",0
"Force India",93629.62,2016,"Circuit de Barcelona-Catalunya",0
Williams,93110.42,2016,"Circuit de Barcelona-Catalunya",0
"Red Bull",93090.41,2016,"Circuit de Barcelona-Catalunya",0
Ferrari,92509.06,2016,"Circuit de Barcelona-Catalunya",1
Ferrari,92433.83,2016,"Circuit de Barcelona-Catalunya",1
"Red Bull",92424.50,2016,"Circuit de Barcelona-Catalunya",1
"Toro Rosso",93354.73,2016,"Circuit de Barcelona-Catalunya",0
"Red Bull",88368.44,2017,"Circuit de Barcelona-Catalunya",1
Mercedes,87219.65,2017,"Circuit de Barcelona-Catalunya",1
Ferrari,87272.53,2017,"Circuit de Barcelona-Catalunya",1
"Red Bull",87576.21,2018,"Circuit de Barcelona-Catalunya",0
Ferrari,87235.70,2018,"Circuit de Barcelona-Catalunya",0
"Red Bull",87224.92,2018,"Circuit de Barcelona-Catalunya",1
Mercedes,87129.77,2018,"Circuit de Barcelona-Catalunya",1
Mercedes,86817.76,2018,"Circuit de Barcelona-Catalunya",1
"Alfa Romeo",87761.30,2019,"Circuit de Barcelona-Catalunya",0
Mercedes,87127.92,2019,"Circuit de Barcelona-Catalunya",1
Mercedes,87189.65,2019,"Circuit de Barcelona-Catalunya",1
"Alfa Romeo",87850.52,2019,"Circuit de Barcelona-Catalunya",0
"Racing Point",87838.18,2019,"Circuit de Barcelona-Catalunya",0
Renault,87722.48,2019,"Circuit de Barcelona-Catalunya",0
Renault,87684.86,2019,"Circuit de Barcelona-Catalunya",0
"Toro Rosso",87664.97,2019,"Circuit de Barcelona-Catalunya",0
"Haas F1 Team",87652.79,2019,"Circuit de Barcelona-Catalunya",0
"Toro Rosso",87628.77,2019,"Circuit de Barcelona-Catalunya",0
McLaren,87617.95,2019,"Circuit de Barcelona-Catalunya",0
"Haas F1 Team",87554.58,2019,"Circuit de Barcelona-Catalunya",0
"Red Bull",87424.53,2019,"Circuit de Barcelona-Catalunya",0
Ferrari,87330.36,2019,"Circuit de Barcelona-Catalunya",0
Ferrari,87266.82,2019,"Circuit de Barcelona-Catalunya",0
"Red Bull",87244.27,2019,"Circuit de Barcelona-Catalunya",1
Mercedes,84091.38,2020,"Circuit de Barcelona-Catalunya",1
"Red Bull",83779.64,2020,"Circuit de Barcelona-Catalunya",1
Mercedes,83413.32,2020,"Circuit de Barcelona-Catalunya",1
McLaren,85779.52,2021,"Circuit de Barcelona-Catalunya",0
Ferrari,85793.18,2021,"Circuit de Barcelona-Catalunya",0
"Red Bull",85626.53,2021,"Circuit de Barcelona-Catalunya",0
Ferrari,85489.33,2021,"Circuit de Barcelona-Catalunya",0
Mercedes,85065.00,2021,"Circuit de Barcelona-Catalunya",1
"Red Bull",84901.83,2021,"Circuit de Barcelona-Catalunya",1
Mercedes,84661.82,2021,"Circuit de Barcelona-Catalunya",1
Mercedes,88990.94,2022,"Circuit de Barcelona-Catalunya",1
"Alfa Romeo",89400.77,2022,"Circuit de Barcelona-Catalunya",0
Mercedes,89318.32,2022,"Circuit de Barcelona-Catalunya",0
Ferrari,89177.02,2022,"Circuit de Barcelona-Catalunya",0
"Red Bull",88690.11,2022,"Circuit de Barcelona-Catalunya",1
"Red Bull",88492.05,2022,"Circuit de Barcelona-Catalunya",1
McLaren,89753.18,2022,"Circuit de Barcelona-Catalunya",0
"Alpine F1 Team",89634.42,2022,"Circuit de Barcelona-Catalunya",0
Mercedes,84318.86,2014,"Circuit de Monaco",1
"Red Bull",84324.04,2014,"Circuit de Monaco",1
Ferrari,84616.83,2014,"Circuit de Monaco",0
Mercedes,84200.78,2014,"Circuit de Monaco",1
"Toro Rosso",84403.54,2015,"Circuit de Monaco",0
"Red Bull",84256.77,2015,"Circuit de Monaco",0
"Force India",84418.62,2015,"Circuit de Monaco",0
Williams,84669.35,2015,"Circuit de Monaco",0
Sauber,84481.78,2015,"Circuit de Monaco",0
Sauber,84385.21,2015,"Circuit de Monaco",0
McLaren,84288.24,2015,"Circuit de Monaco",0
"Force India",84274.78,2015,"Circuit de Monaco",0
Ferrari,84266.22,2015,"Circuit de Monaco",0
"Red Bull",84235.71,2015,"Circuit de Monaco",0
Mercedes,84159.91,2015,"Circuit de Monaco",1
"Lotus F1",84446.60,2015,"Circuit de Monaco",0
Mercedes,84082.31,2015,"Circuit de Monaco",1
Ferrari,84139.82,2015,"Circuit de Monaco",1
McLaren,93002.68,2016,"Circuit de Monaco",0
"Force India",93104.26,2016,"Circuit de Monaco",0
Mercedes,93107.99,2016,"Circuit de Monaco",0
Ferrari,92115.12,2016,"Circuit de Monaco",0
"Red Bull",92004.94,2016,"Circuit de Monaco",1
Mercedes,91911.96,2016,"Circuit de Monaco",1
"Force India",92089.21,2016,"Circuit de Monaco",1
Ferrari,80608.78,2017,"Circuit de Monaco",1
Ferrari,80568.46,2017,"Circuit de Monaco",1
"Toro Rosso",80722.79,2017,"Circuit de Monaco",0
Mercedes,80639.19,2017,"Circuit de Monaco",0
"Red Bull",80647.94,2017,"Circuit de Monaco",0
Mercedes,80771.04,2017,"Circuit de Monaco",0
"Haas F1 Team",80801.15,2017,"Circuit de Monaco",0
Williams,80817.76,2017,"Circuit de Monaco",0
"Haas F1 Team",80843.37,2017,"Circuit de Monaco",0
Renault,80859.96,2017,"Circuit de Monaco",0
"Force India",80872.63,2017,"Circuit de Monaco",0
"Force India",81069.60,2017,"Circuit de Monaco",0
"Red Bull",80616.47,2017,"Circuit de Monaco",1
Sauber,80059.88,2018,"Circuit de Monaco",0
"Red Bull",79164.19,2018,"Circuit de Monaco",1
"Haas F1 Team",80123.46,2018,"Circuit de Monaco",0
Renault,79482.64,2018,"Circuit de Monaco",0
"Toro Rosso",79476.13,2018,"Circuit de Monaco",0
"Force India",79467.62,2018,"Circuit de Monaco",0
"Force India",80067.54,2018,"Circuit de Monaco",0
"Red Bull",79488.77,2018,"Circuit de Monaco",0
Mercedes,79405.50,2018,"Circuit de Monaco",0
Ferrari,79396.59,2018,"Circuit de Monaco",0
Mercedes,79382.31,2018,"Circuit de Monaco",1
Ferrari,79258.24,2018,"Circuit de Monaco",1
Renault,80048.97,2018,"Circuit de Monaco",0
"Red Bull",79722.86,2019,"Circuit de Monaco",0
"Red Bull",79666.33,2019,"Circuit de Monaco",0
Mercedes,79635.88,2019,"Circuit de Monaco",1
Ferrari,79628.71,2019,"Circuit de Monaco",1
Mercedes,79595.35,2019,"Circuit de Monaco",1
McLaren,80280.65,2019,"Circuit de Monaco",0
McLaren,80451.77,2019,"Circuit de Monaco",0
"Haas F1 Team",80377.83,2019,"Circuit de Monaco",0
Renault,80376.04,2019,"Circuit de Monaco",0
"Toro Rosso",80303.04,2019,"Circuit de Monaco",0
"Toro Rosso",80295.01,2019,"Circuit de Monaco",0
AlphaTauri,76804.05,2021,"Circuit de Monaco",0
McLaren,76362.14,2021,"Circuit de Monaco",1
"Red Bull",76375.77,2021,"Circuit de Monaco",0
"Aston Martin",76787.32,2021,"Circuit de Monaco",0
Mercedes,76987.83,2021,"Circuit de Monaco",0
"Red Bull",76113.08,2021,"Circuit de Monaco",1
Ferrari,76228.05,2021,"Circuit de Monaco",1
Ferrari,109268.55,2022,"Circuit de Monaco",0
"Red Bull",109246.19,2022,"Circuit de Monaco",1
Ferrari,109240.92,2022,"Circuit de Monaco",1
"Red Bull",109222.89,2022,"Circuit de Monaco",1
"Aston Martin",110172.92,2022,"Circuit de Monaco",0
McLaren,110123.44,2022,"Circuit de Monaco",0
"Alpine F1 Team",110092.33,2022,"Circuit de Monaco",0
AlphaTauri,110071.16,2022,"Circuit de Monaco",0
"Aston Martin",110059.39,2022,"Circuit de Monaco",0
"Alfa Romeo",110043.59,2022,"Circuit de Monaco",0
Mercedes,110010.20,2022,"Circuit de Monaco",0
"Alpine F1 Team",109947.23,2022,"Circuit de Monaco",0
McLaren,109414.00,2022,"Circuit de Monaco",0
Mercedes,109409.89,2022,"Circuit de Monaco",0
"Toro Rosso",117010.82,2014,"Circuit de Spa-Francorchamps",0
"Red Bull",116562.55,2014,"Circuit de Spa-Francorchamps",0
McLaren,116616.73,2014,"Circuit de Spa-Francorchamps",0
"Force India",116837.48,2014,"Circuit de Spa-Francorchamps",0
Sauber,117440.48,2014,"Circuit de Spa-Francorchamps",0
Sauber,117250.07,2014,"Circuit de Spa-Francorchamps",0
Williams,117102.98,2014,"Circuit de Spa-Francorchamps",0
McLaren,117064.05,2014,"Circuit de Spa-Francorchamps",0
"Force India",116869.39,2014,"Circuit de Spa-Francorchamps",0
Ferrari,116766.32,2014,"Circuit de Spa-Francorchamps",0
"Toro Rosso",116861.43,2014,"Circuit de Spa-Francorchamps",0
"Red Bull",115376.27,2014,"Circuit de Spa-Francorchamps",1
Mercedes,115453.16,2014,"Circuit de Spa-Francorchamps",1
Williams,116013.36,2014,"Circuit de Spa-Francorchamps",1
Ferrari,116212.98,2014,"Circuit de Spa-Francorchamps",0
"Toro Rosso",118057.28,2015,"Circuit de Spa-Francorchamps",0
Williams,118172.72,2015,"Circuit de Spa-Francorchamps",0
Sauber,118874.91,2015,"Circuit de Spa-Francorchamps",0
Sauber,119132.51,2015,"Circuit de Spa-Francorchamps",0
"Lotus F1",117636.63,2015,"Circuit de Spa-Francorchamps",1
Mercedes,116801.05,2015,"Circuit de Spa-Francorchamps",1
Mercedes,116753.19,2015,"Circuit de Spa-Francorchamps",1
Williams,118038.84,2015,"Circuit de Spa-Francorchamps",0
"Red Bull",117815.79,2015,"Circuit de Spa-Francorchamps",0
"Force India",118008.93,2015,"Circuit de Spa-Francorchamps",0
Ferrari,118048.60,2015,"Circuit de Spa-Francorchamps",0
"Haas F1 Team",144716.64,2016,"Circuit de Spa-Francorchamps",0
"Force India",143902.68,2016,"Circuit de Spa-Francorchamps",0
McLaren,144329.61,2016,"Circuit de Spa-Francorchamps",0
Williams,144345.66,2016,"Circuit de Spa-Francorchamps",0
Ferrari,144367.43,2016,"Circuit de Spa-Francorchamps",0
Williams,144475.70,2016,"Circuit de Spa-Francorchamps",0
"Red Bull",144595.36,2016,"Circuit de Spa-Francorchamps",0
"Haas F1 Team",144657.61,2016,"Circuit de Spa-Francorchamps",0
Mercedes,143606.64,2016,"Circuit de Spa-Francorchamps",1
"Toro Rosso",144958.07,2016,"Circuit de Spa-Francorchamps",0
Renault,145095.98,2016,"Circuit de Spa-Francorchamps",0
"Red Bull",143299.34,2016,"Circuit de Spa-Francorchamps",1
Mercedes,142978.59,2016,"Circuit de Spa-Francorchamps",1
"Force India",143794.66,2016,"Circuit de Spa-Francorchamps",0
Ferrari,144010.27,2016,"Circuit de Spa-Francorchamps",0
Ferrari,115572.23,2017,"Circuit de Spa-Francorchamps",1
"Force India",116385.77,2017,"Circuit de Spa-Francorchamps",0
Mercedes,115892.64,2017,"Circuit de Spa-Francorchamps",0
Ferrari,115847.52,2017,"Circuit de Spa-Francorchamps",0
Williams,116351.57,2017,"Circuit de Spa-Francorchamps",0
"Red Bull",115763.89,2017,"Circuit de Spa-Francorchamps",1
"Haas F1 Team",116235.75,2017,"Circuit de Spa-Francorchamps",0
Mercedes,115518.64,2017,"Circuit de Spa-Francorchamps",1
Renault,116156.98,2017,"Circuit de Spa-Francorchamps",0
"Haas F1 Team",117047.32,2017,"Circuit de Spa-Francorchamps",0
Sauber,117102.98,2017,"Circuit de Spa-Francorchamps",0
McLaren,116815.86,2017,"Circuit de Spa-Francorchamps",0
Renault,116728.61,2017,"Circuit de Spa-Francorchamps",0
"Toro Rosso",116653.64,2017,"Circuit de Spa-Francorchamps",0
Williams,116632.25,2017,"Circuit de Spa-Francorchamps",0
"Toro Rosso",116415.16,2017,"Circuit de Spa-Francorchamps",0
"Red Bull",114678.36,2018,"Circuit de Spa-Francorchamps",1
Ferrari,113965.36,2018,"Circuit de Spa-Francorchamps",1
Mercedes,114216.75,2018,"Circuit de Spa-Francorchamps",1
Mercedes,115410.93,2018,"Circuit de Spa-Francorchamps",0
"Force India",115772.64,2018,"Circuit de Spa-Francorchamps",0
"Haas F1 Team",115918.84,2018,"Circuit de Spa-Francorchamps",0
"Toro Rosso",116372.00,2018,"Circuit de Spa-Francorchamps",0
"Haas F1 Team",115957.16,2018,"Circuit de Spa-Francorchamps",0
"Force India",115579.52,2018,"Circuit de Spa-Francorchamps",0
"Red Bull",116068.98,2019,"Circuit de Spa-Francorchamps",0
"Racing Point",116717.00,2019,"Circuit de Spa-Francorchamps",0
"Toro Rosso",116258.34,2019,"Circuit de Spa-Francorchamps",0
"Toro Rosso",116701.77,2019,"Circuit de Spa-Francorchamps",0
Ferrari,114821.18,2019,"Circuit de Spa-Francorchamps",0
Renault,116644.30,2019,"Circuit de Spa-Francorchamps",0
Mercedes,114506.70,2019,"Circuit de Spa-Francorchamps",1
Mercedes,114242.98,2019,"Circuit de Spa-Francorchamps",1
Ferrari,114220.68,2019,"Circuit de Spa-Francorchamps",1
"Racing Point",116139.95,2019,"Circuit de Spa-Francorchamps",0
Williams,116512.64,2020,"Circuit de Spa-Francorchamps",0
Mercedes,114744.57,2020,"Circuit de Spa-Francorchamps",1
AlphaTauri,115821.18,2020,"Circuit de Spa-Francorchamps",0
"Racing Point",115940.09,2020,"Circuit de Spa-Francorchamps",0
Renault,115668.43,2020,"Circuit de Spa-Francorchamps",0
"Red Bull",115715.30,2020,"Circuit de Spa-Francorchamps",0
McLaren,115739.43,2020,"Circuit de Spa-Francorchamps",0
"Racing Point",115953.18,2020,"Circuit de Spa-Francorchamps",0
AlphaTauri,116340.02,2020,"Circuit de Spa-Francorchamps",0
"Alfa Romeo",116369.66,2020,"Circuit de Spa-Francorchamps",0
Ferrari,116401.25,2020,"Circuit de Spa-Francorchamps",0
Ferrari,116447.30,2020,"Circuit de Spa-Francorchamps",0
"Haas F1 Team",116489.86,2020,"Circuit de Spa-Francorchamps",0
Renault,115173.59,2020,"Circuit de Spa-Francorchamps",0
"Haas F1 Team",116688.66,2020,"Circuit de Spa-Francorchamps",0
"Red Bull",115095.82,2020,"Circuit de Spa-Francorchamps",1
Mercedes,114936.57,2020,"Circuit de Spa-Francorchamps",1
Ferrari,219679.00,2021,"Circuit de Spa-Francorchamps",0
Williams,222556.00,2021,"Circuit de Spa-Francorchamps",0
Ferrari,223237.00,2021,"Circuit de Spa-Francorchamps",0
"Alfa Romeo",243125.00,2021,"Circuit de Spa-Francorchamps",0
"Red Bull",245276.00,2021,"Circuit de Spa-Francorchamps",0
"Aston Martin",251179.00,2021,"Circuit de Spa-Francorchamps",0
"Red Bull",207071.00,2021,"Circuit de Spa-Francorchamps",1
Williams,209066.00,2021,"Circuit de Spa-Francorchamps",1
Mercedes,209672.00,2021,"Circuit de Spa-Francorchamps",1
McLaren,211567.00,2021,"Circuit de Spa-Francorchamps",0
AlphaTauri,217248.00,2021,"Circuit de Spa-Francorchamps",0
"Alpine F1 Team",218650.00,2021,"Circuit de Spa-Francorchamps",0
"Alpine F1 Team",227661.00,2021,"Circuit de Spa-Francorchamps",0
"Aston Martin",214550.00,2021,"Circuit de Spa-Francorchamps",0
"Haas F1 Team",236578.00,2021,"Circuit de Spa-Francorchamps",0
AlphaTauri,235400.00,2021,"Circuit de Spa-Francorchamps",0
McLaren,234181.00,2021,"Circuit de Spa-Francorchamps",0
"Alfa Romeo",231234.00,2021,"Circuit de Spa-Francorchamps",0
Mercedes,229485.00,2021,"Circuit de Spa-Francorchamps",0
"Haas F1 Team",239064.00,2021,"Circuit de Spa-Francorchamps",0
"Red Bull",117516.70,2022,"Circuit de Spa-Francorchamps",1
Ferrari,117722.27,2022,"Circuit de Spa-Francorchamps",1
Mercedes,117773.50,2022,"Circuit de Spa-Francorchamps",0
"Alpine F1 Team",118776.14,2022,"Circuit de Spa-Francorchamps",0
Ferrari,118814.32,2022,"Circuit de Spa-Francorchamps",0
"Alpine F1 Team",118830.32,2022,"Circuit de Spa-Francorchamps",0
"Aston Martin",118886.39,2022,"Circuit de Spa-Francorchamps",0
AlphaTauri,119206.25,2022,"Circuit de Spa-Francorchamps",0
"Aston Martin",119453.91,2022,"Circuit de Spa-Francorchamps",0
McLaren,119491.66,2022,"Circuit de Spa-Francorchamps",0
AlphaTauri,119502.52,2022,"Circuit de Spa-Francorchamps",0
Williams,119427.14,2022,"Circuit de Spa-Francorchamps",0
"Alfa Romeo",119526.05,2022,"Circuit de Spa-Francorchamps",0
McLaren,119546.75,2022,"Circuit de Spa-Francorchamps",0
"Red Bull",117111.23,2022,"Circuit de Spa-Francorchamps",1
"Red Bull",85040.43,2014,"Circuit Gilles Villeneuve",1
Ferrari,85807.26,2014,"Circuit Gilles Villeneuve",0
McLaren,85458.34,2014,"Circuit Gilles Villeneuve",0
"Toro Rosso",85440.80,2014,"Circuit Gilles Villeneuve",0
Williams,85377.26,2014,"Circuit Gilles Villeneuve",0
Ferrari,85252.84,2014,"Circuit Gilles Villeneuve",0
"Force India",85223.90,2014,"Circuit Gilles Villeneuve",0
McLaren,85208.36,2014,"Circuit Gilles Villeneuve",0
